Date,Close
01/12/2018,33.118668
01/01/2019,35.661484
01/02/2019,38.268806
01/03/2019,44.591148
01/04/2019,44.948746
01/05/2019,33.639553
01/06/2019,40.830704
01/07/2019,41.94701
01/08/2019,41.646183
01/09/2019,43.319965
01/10/2019,50.026878
01/11/2019,53.939037
01/12/2019,58.601181
01/01/2020,58.882607
01/02/2020,67.260612
01/03/2020,65.688538
01/04/2020,72.835533
01/05/2020,88.470192
01/06/2020,94.672714
01/07/2020,105.855156
01/08/2020,133.376648
01/09/2020,134.932312
01/10/2020,125.032188
01/11/2020,133.685898
01/12/2020,130.229401
01/01/2021,129.616791
01/02/2021,136.848633
01/03/2021,133.194031
01/04/2021,149.822342
01/05/2021,162.149918
01/06/2021,199.661621
01/07/2021,194.680374
01/08/2021,223.494583
01/09/2021,206.867538
01/10/2021,255.309052
01/11/2021,326.298706
01/12/2021,293.694794
01/01/2022,244.544235
01/02/2022,243.535538
01/03/2022,272.508118
01/04/2022,185.26239
01/05/2022,186.510986
01/06/2022,151.420319
01/07/2022,181.465057
01/08/2022,150.802917
01/09/2022,121.279755
01/10/2022,134.887512
01/11/2022,169.126541
01/12/2022,146.088028
01/01/2023,195.300507
01/02/2023,232.077454
01/03/2023,277.671204
01/04/2023,277.438416
01/05/2023,378.269684
01/06/2023,422.941376
01/07/2023,467.251526
01/08/2023,493.509338
01/09/2023,434.954163
01/10/2023,407.799988
01/11/2023,486.200012
13/11/2023,486.200012
