Date,Close
01/12/2018,70.373329
01/01/2019,76.228951
01/02/2019,79.685883
01/03/2019,83.760139
01/04/2019,86.467468
01/05/2019,90.101059
01/06/2019,91.46772
01/07/2019,95.667305
01/08/2019,100.464249
01/09/2019,98.002426
01/10/2019,95.32338
01/11/2019,94.056259
01/12/2019,94.834625
01/01/2020,96.282761
01/02/2020,89.467484
01/03/2020,90.010536
01/04/2020,92.227997
01/05/2020,96.445679
01/06/2020,97.262856
01/07/2020,100.382988
01/08/2020,100.81015
01/09/2020,101.53447
01/10/2020,95.739929
01/11/2020,93.957001
01/12/2020,96.817123
01/01/2021,92.898384
01/02/2021,88.21817
01/03/2021,97.820015
01/04/2021,101.107307
01/05/2021,105.465561
01/06/2021,109.771835
01/07/2021,109.371696
01/08/2021,110.267242
01/09/2021,107.370987
01/10/2021,115.107033
01/11/2021,112.42038
01/12/2021,121.414017
01/01/2022,113.44931
01/02/2022,114.116211
01/03/2022,114.51635
01/04/2022,120.042107
01/05/2022,114.032249
01/06/2022,108.613281
01/07/2022,113.48645
01/08/2022,111.67363
01/09/2022,104.363876
01/10/2022,106.274155
01/11/2022,109.490448
01/12/2022,104.422348
01/01/2023,108.652267
01/02/2023,103.389236
01/03/2023,108.632767
01/04/2023,111.61515
01/05/2023,107.900002
01/06/2023,107.599998
01/07/2023,106.879997
01/08/2023,106.400002
01/09/2023,103.739998
01/10/2023,98.059998
01/11/2023,99.379997
