Date,Close
01/12/2018,96.646339
01/01/2019,99.367706
01/02/2019,106.599304
01/03/2019,112.702072
01/04/2019,124.79982
01/05/2019,118.187149
01/06/2019,128.484467
01/07/2019,130.700012
01/08/2019,132.225037
01/09/2019,133.791275
01/10/2019,137.967712
01/11/2019,145.675873
01/12/2019,152.274109
01/01/2020,164.372986
01/02/2020,156.435852
01/03/2020,152.699738
01/04/2020,173.516724
01/05/2020,177.428391
01/06/2020,197.593506
01/07/2020,199.049896
01/08/2020,218.973358
01/09/2020,204.708893
01/10/2020,197.058975
01/11/2020,208.348953
01/12/2020,217.042526
01/01/2021,226.351883
01/02/2021,226.761734
01/03/2021,230.59967
01/04/2021,246.649796
01/05/2021,244.204605
01/06/2021,265.571014
01/07/2021,279.305542
01/08/2021,295.941711
01/09/2021,276.903442
01/10/2021,325.719025
01/11/2021,324.707336
01/12/2021,330.939758
01/01/2022,306.005127
01/02/2022,294.010101
01/03/2022,304.005157
01/04/2022,273.64502
01/05/2022,268.073914
01/06/2022,253.833771
01/07/2022,277.464783
01/08/2022,258.419647
01/09/2022,230.671524
01/10/2022,229.908905
01/11/2022,252.69873
01/12/2022,238.194702
01/01/2023,246.130554
01/02/2023,247.729645
01/03/2023,287.063354
01/04/2023,305.942047
01/05/2023,326.981384
01/06/2023,339.820526
01/07/2023,335.210297
01/08/2023,327.067535
01/09/2023,315.75
01/10/2023,338.109985
01/11/2023,369.670013
