Date,Close
01/12/2018,184.545212
01/01/2019,192.708496
01/02/2019,203.531738
01/03/2019,219.950027
01/04/2019,224.811325
01/05/2019,224.039749
01/06/2019,233.452423
01/07/2019,225.530869
01/08/2019,231.681717
01/09/2019,239.41687
01/10/2019,243.983383
01/11/2019,241.094406
01/12/2019,246.033691
01/01/2020,234.757141
01/02/2020,224.598938
01/03/2020,222.64183
01/04/2020,247.245193
01/05/2020,248.363953
01/06/2020,270.933868
01/07/2020,268.373413
01/08/2020,266.040802
01/09/2020,266.713379
01/10/2020,266.809509
01/11/2020,294.76825
01/12/2020,298.611389
01/01/2021,278.723206
01/02/2021,290.92511
01/03/2021,313.983917
01/04/2021,328.251526
01/05/2021,358.03479
01/06/2021,365.325745
01/07/2021,375.144226
01/08/2021,385.254395
01/09/2021,346.903931
01/10/2021,383.942017
01/11/2021,386.420959
01/12/2021,405.328827
01/01/2022,366.346497
01/02/2022,345.105499
01/03/2022,353.708832
01/04/2022,339.175507
01/05/2022,323.991028
01/06/2022,324.730621
01/07/2022,362.992249
01/08/2022,338.487061
01/09/2022,325.66745
01/10/2022,313.686035
01/11/2022,349.87677
01/12/2022,328.970978
01/01/2023,372.804169
01/02/2023,369.895111
01/03/2023,405.543488
01/04/2023,426.745148
01/05/2023,399
01/06/2023,427.100006
01/07/2023,423.200012
01/08/2023,405.799988
01/09/2023,393.200012
01/10/2023,396.149994
01/11/2023,414.25
